,ein,strein,name,sub_name,city,state,ntee_code,raw_ntee_code,subseccd,has_subseccd,have_filings,have_extracts,have_pdfs,score
0,432053499,43-2053499,BALTIMORE BIBLIOPHILES,BALTIMORE BIBLIOPHILES,PIKESVILLE,MD,A33,A33,3,True,,,,6046.8335
1,465301464,46-5301464,BALTIMORE PLAYHOUSE,BALTIMORE PLAYHOUSE,BALTIMORE,MD,Z99,Z99,7,True,,,,6046.8335
2,471626407,47-1626407,FORT BALTIMORE,FORT BALTIMORE,OWINGS MILLS,MD,L41,L41,3,True,,,,6046.8335
3,882124240,88-2124240,NOSREME BALTIMORE,NOSREME BALTIMORE,BALTIMORE,MD,S99,S99,3,True,,,,6046.8335
4,823264607,82-3264607,SHARE BALTIMORE,SHARE BALTIMORE,BALTIMORE,MD,A02,A02,3,True,,,,6046.8335
5,814696688,81-4696688,BALTIMORE CONNECT,BALTIMORE CONNECT,BALTIMORE,MD,P99,P99,3,True,,,,5994.479
6,472983353,47-2983353,CAMERATA BALTIMORE,CAMERATA BALTIMORE,BALTIMORE,MD,A6B,A6B,3,True,,,,5994.479
7,522276751,52-2276751,SALONGO BALTIMORE,SALONGO BALTIMORE,BALTIMORE,MD,,,3,True,,,,5994.479
8,872886878,87-2886878,BALTIMORE COURTWATCH,BALTIMORE COURTWATCH,BALTIMORE,MD,I50,I50,3,True,,,,5981.924
9,383823570,38-3823570,BALTIMORE DODGERS,BALTIMORE DODGERS,WOODSTOCK,MD,N63,N63,3,True,,,,5981.924
10,453421557,45-3421557,BALTIMORE IWW,BALTIMORE IWW,,ZZ,,,0,False,,,,5981.924
11,461066224,46-1066224,BALTIMORE MOOS,BALTIMORE MOOS,BALTIMORE,MD,P12,P12,3,True,,,,5981.924
12,200704259,20-0704259,BALTIMORE REVIEW,BALTIMORE REVIEW,BALTIMORE,MD,A33,A33,3,True,,,,5981.924
13,521617028,52-1617028,BALTIMORE LATINO,BALTIMORE LATINO,BALTIMORE,MD,,,3,True,,,,5905.6323
14,522040544,52-2040544,BALTIMORE CHAPTER,BALTIMORE CHAPTER,ANNAPOLIS JCT,MD,,,6,True,,,,5852.641
15,813819911,81-3819911,JOY BALTIMORE,JOY BALTIMORE,BALTIMORE,MD,L99,L99,3,True,,,,5852.641
16,862981367,86-2981367,TCS BALTIMORE,TCS BALTIMORE,BALTIMORE,MD,S99,S99,3,True,,,,5852.641
17,520236190,52-0236190,BALTIMORE COUNTRY CLUB OF BALTIMORE CITY,BALTIMORE COUNTRY CLUB OF BALTIMORE CITY,BALTIMORE,MD,,,7,True,,,,5731.424
18,521409133,52-1409133,BALTIMORE CLAYWORKS INC,BALTIMORE CLAYWORKS INC,BALTIMORE,MD,A400,A400,3,True,,,,5405.7305
19,522238264,52-2238264,BALTIMORE COMMANDMENT CHURCH,BALTIMORE COMMANDMENT CHURCH,BALTIMORE,MD,X21,X21,3,True,,,,5405.7305
20,853416591,85-3416591,BALTIMORE ELITE INC,BALTIMORE ELITE INC,BALTIMORE,OH,N11,N11,3,True,,,,5405.7305
21,273799606,27-3799606,BALTIMORE MARATHI MANDAL,BALTIMORE MARATHI MANDAL ,ELLICOTT CITY,MD,Q20,Q20,3,True,,,,5405.7305
22,521447595,52-1447595,BALTIMORE MOLES INC,BALTIMORE MOLES INC,BOWIE,MD,,,3,True,,,,5405.7305
23,201425727,20-1425727,BALTIMORE ONNURI CHURCH,BALTIMORE ONNURI CHURCH,COCKEYSVILLE,MD,X20,X20,3,True,,,,5405.7305
24,270974158,27-0974158,BALTIMORE REDBIRDS INC,BALTIMORE REDBIRDS INC,COCKEYSVILLE,MD,,,0,False,,,,5405.7305
25,814869352,81-4869352,BALTIMORE SHABBAT PROJECT,BALTIMORE SHABBAT PROJECT,BALTIMORE,MD,X30,X30,3,True,,,,5405.7305
26,262194077,26-2194077,BALTIMORE SQUASHWISE INC,BALTIMORE SQUASHWISE INC,BALTIMORE,MD,O50,O50,3,True,,,,5405.7305
27,832665136,83-2665136,BALTIMORE STAKEHOLDERS INC,BALTIMORE STAKEHOLDERS INC,BALTIMORE,MD,O23,O23,3,True,,,,5405.7305
28,522085844,52-2085844,BALTIMORE TEACHER NETWORK,BALTIMORE TEACHER NETWORK,BALTIMORE,MD,A33,A33,3,True,,,,5405.7305
29,521420138,52-1420138,BLUE WATER BALTIMORE,BLUE WATER BALTIMORE,BALTIMORE,MD,C013,C013,3,True,,,,5405.7305
30,522074242,52-2074242,CHURCH OF BALTIMORE,CHURCH OF BALTIMORE,COLUMBIA,MD,X21Z,X21Z,3,True,,,,5405.7305
31,522122068,52-2122068,IMPACT BALTIMORE INC,IMPACT BALTIMORE INC,BALTIMORE,MD,S22,S22,3,True,,,,5405.7305
32,842098343,84-2098343,LOVE BALTIMORE PROJECT,LOVE BALTIMORE PROJECT,BALTIMORE,MD,Z99,Z99,3,True,,,,5405.7305
33,383888146,38-3888146,POE BALTIMORE INC,POE BALTIMORE INC,BALTIMORE,MD,A50,A50,3,True,,,,5405.7305
34,863749321,86-3749321,RADICAL CITY BALTIMORE,RADICAL CITY BALTIMORE,GLEN BURNIE,MD,X20,X20,3,True,,,,5405.7305
35,262909125,26-2909125,REACH BALTIMORE INC,REACH BALTIMORE INC ,BALTIMORE,MD,B29,B29,3,True,,,,5405.7305
36,844366851,84-4366851,RECONCILE BALTIMORE INC,RECONCILE BALTIMORE INC,BALTIMORE,MD,R30,R30,3,True,,,,5405.7305
37,850787940,85-0787940,RIVER CHURCH BALTIMORE,RIVER CHURCH BALTIMORE ,SPARKS GLENCO,MD,X20,X20,3,True,,,,5405.7305
38,262422732,26-2422732,VILLAGE CHURCH BALTIMORE,VILLAGE CHURCH BALTIMORE,BALTIMORE,MD,,,3,True,,,,5405.7305
39,862323869,86-2323869,ACT NOW BALTIMORE,ACT NOW BALTIMORE,BALTIMORE,MD,S21,S21,3,True,,,,5359.221
40,202620970,20-2620970,BALTIMORE ACADEMIES INC,BALTIMORE ACADEMIES INC ,BALTIMORE,MD,B112,B112,3,True,,,,5359.221
41,871953122,87-1953122,BALTIMORE BEAT INC,BALTIMORE BEAT INC ,BALTIMORE,MD,A30,A30,3,True,,,,5359.221
42,208139136,20-8139136,BALTIMORE CARES INCORPORATED,BALTIMORE CARES INCORPORATED,BALTIMORE,MD,B90,B90,3,True,,,,5359.221
43,364913965,36-4913965,BALTIMORE CORPS INC,BALTIMORE CORPS INC,BALTIMORE,MD,J22,J22,3,True,,,,5359.221
44,208935495,20-8935495,BALTIMORE DOWNTOWN RESTORATIONCOMMITTEE,BALTIMORE DOWNTOWN RESTORATIONCOMMITTEE,BALTIMORE,OH,S31,S31,3,True,,,,5359.221
45,271043530,27-1043530,BALTIMORE HONEY INC,BALTIMORE HONEY INC,BALTIMORE,MD,D20,D20,3,True,,,,5359.221
46,161623376,16-1623376,BALTIMORE LIGHTHOUSE COMMUNITY,BALTIMORE LIGHTHOUSE COMMUNITY,BALTIMORE,MD,,,3,True,,,,5359.221
47,311080125,31-1080125,BALTIMORE LIONS CLUB,BALTIMORE LIONS CLUB,,ZZ,,,0,False,,,,5359.221
48,205520487,20-5520487,BALTIMORE MONTESSORI INC,BALTIMORE MONTESSORI INC,BALTIMORE,MD,B90,B90,3,True,,,,5359.221
49,471525006,47-1525006,BALTIMORE MUSICALES INC,BALTIMORE MUSICALES INC,CHEVY CHASE,MD,A60,A60,3,True,,,,5359.221
50,352306851,35-2306851,BALTIMORE PRAYER CONGREGATION,BALTIMORE PRAYER CONGREGATION,BALTIMORE,MD,X80,X80,3,True,,,,5359.221
51,521319713,52-1319713,BALTIMORE THEATRE PROJECT,BALTIMORE THEATRE PROJECT,BALTIMORE,MD,A65Z,A65Z,3,True,,,,5359.221
52,900651150,90-0651150,BEAUTIFUL BALTIMORE BLESSINGS,BEAUTIFUL BALTIMORE BLESSINGS,ESSEX,MD,P29,P29,3,True,,,,5359.221
53,473486382,47-3486382,CITYBEAT BALTIMORE INC,CITYBEAT BALTIMORE INC,BALTIMORE,MD,X21,X21,3,True,,,,5359.221
54,853187740,85-3187740,EMERGENCE BALTIMORE INC,EMERGENCE BALTIMORE INC,BALTIMORE,MD,S31,S31,3,True,,,,5359.221
55,883244438,88-3244438,FOREVER BALTIMORE INC,FOREVER BALTIMORE INC,BALTIMORE,MD,S20,S20,3,True,,,,5359.221
56,464842360,46-4842360,GATHER BALTIMORE INC,GATHER BALTIMORE INC ,WILMINGTON,NC,K31,K31,3,True,,,,5359.221
57,473217317,47-3217317,GREENING BALTIMORE INC,GREENING BALTIMORE INC,BALTIMORE,MD,,,0,False,,,,5359.221
58,522342513,52-2342513,KIPP BALTIMORE INC,KIPP BALTIMORE INC,BALTIMORE,MD,B29,B29,3,True,,,,5359.221
59,262587410,26-2587410,MECUDA BALTIMORE INC,MECUDA BALTIMORE INC,OWINGS MILLS,MD,P84,P84,3,True,,,,5359.221
60,873587967,87-3587967,QSS BALTIMORE INC,QSS BALTIMORE INC,BALTIMORE,MD,P20,P20,3,True,,,,5359.221
61,475667732,47-5667732,YWAM BALTIMORE INC,YWAM BALTIMORE INC,PARKVILLE,MD,X20,X20,3,True,,,,5359.221
62,900417081,90-0417081,1 BALTIMORE INC,1 BALTIMORE INC,BALTIMORE,MD,P20,P20,3,True,,,,5346.5767
63,831387337,83-1387337,A STRONGER BALTIMORE,A STRONGER BALTIMORE,BALTIMORE,MD,S31,S31,3,True,,,,5346.5767
64,208527876,20-8527876,AFYA BALTIMORE INCORPORATED,AFYA BALTIMORE INCORPORATED,BALTIMORE,MD,B24,B24,3,True,,,,5346.5767
65,823221170,82-3221170,AKELA BALTIMORE INC,AKELA BALTIMORE INC,BALTIMORE,MD,S20,S20,3,True,,,,5346.5767
66,464699877,46-4699877,BALTIMORE ABORTION FUND,BALTIMORE ABORTION FUND,BALTIMORE,MD,E12,E12,3,True,,,,5346.5767
67,522229194,52-2229194,BALTIMORE ALKIDO INC,BALTIMORE ALKIDO INC,BALTIMORE,MD,N99,N99,3,True,,,,5346.5767
68,264255486,26-4255486,BALTIMORE ANNEX THEATRE,BALTIMORE ANNEX THEATRE,BALTIMORE,MD,A65,A65,3,True,,,,5346.5767
69,822869814,82-2869814,BALTIMORE BOOMERS INCORPORATED,BALTIMORE BOOMERS INCORPORATED ,GWYNN OAK,MD,B90,B90,3,True,,,,5346.5767
70,371979746,37-1979746,BALTIMORE CAUSE INC,BALTIMORE CAUSE INC,BALTIMORE,MD,R12,R12,3,True,,,,5346.5767
71,831343226,83-1343226,BALTIMORE CITY GATORS,BALTIMORE CITY GATORS,CATONSVILLE,MD,N99,N99,3,True,,,,5346.5767
72,454445468,45-4445468,BALTIMORE DOCKERS AFC,BALTIMORE DOCKERS AFC,BALTIMORE,MD,N70,N70,3,True,,,,5346.5767
73,205060077,20-5060077,BALTIMORE EDUCATIONAL ENRICHMENTINC,BALTIMORE EDUCATIONAL ENRICHMENTINC,BALTIMORE,MD,O50,O50,3,True,,,,5346.5767
74,822350770,82-2350770,BALTIMORE HOMECOMING INC,BALTIMORE HOMECOMING INC,BALTIMORE,MD,S30,S30,3,True,,,,5346.5767
75,520785878,52-0785878,BALTIMORE KICKERS INCORPORATED,BALTIMORE KICKERS INCORPORATED,BALTIMORE,MD,,,4,True,,,,5346.5767
76,833729738,83-3729738,BALTIMORE SAFE HAVEN,BALTIMORE SAFE HAVEN,BALTIMORE,MD,P20,P20,3,True,,,,5346.5767
77,471551141,47-1551141,BALTIMORE STEAM INC,BALTIMORE STEAM INC,BALTIMORE,MD,B80,B80,3,True,,,,5346.5767
78,824025419,82-4025419,BRO CODE BALTIMORE,BRO CODE BALTIMORE,BALTIMORE,MD,O50,O50,3,True,,,,5346.5767
79,811143855,81-1143855,CARPENTERS HOUSE BALTIMORE,CARPENTERS HOUSE BALTIMORE,IDLEWYLDE,MD,X20,X20,3,True,,,,5346.5767
80,611704324,61-1704324,CHRIST EMBASSY BALTIMORE,CHRIST EMBASSY BALTIMORE,BALTIMORE,MD,X20,X20,3,True,,,,5346.5767
81,520897806,52-0897806,STRONG CITY BALTIMORE,STRONG CITY BALTIMORE,BALTIMORE,MD,S20Z,S20Z,3,True,,,,5346.5767
82,814999026,81-4999026,SYNERGY BALTIMORE INC,SYNERGY BALTIMORE INC,BALTIMORE,MD,R11,R11,3,True,,,,5346.5767
83,811457125,81-1457125,TOUCHPOINT BALTIMORE INC,TOUCHPOINT BALTIMORE INC,TOWSON,MD,T19,T19,3,True,,,,5346.5767
84,881443475,88-1443475,UPSURGE BALTIMORE COMMUNITY,UPSURGE BALTIMORE COMMUNITY,BALTIMORE,MD,S20,S20,3,True,,,,5346.5767
85,521275445,52-1275445,VISIT BALTIMORE INC,VISIT BALTIMORE INC,BALTIMORE,MD,,,6,True,,,,5346.5767
86,261846234,26-1846234,BALTIMORE ADVENTIST ACADEMY,BALTIMORE ADVENTIST ACADEMY,BALTIMORE,MD,,,3,True,,,,5280.2114
87,274457992,27-4457992,BALTIMORE BULLY CREW,BALTIMORE BULLY CREW,BALTIMORE,MD,P20,P20,3,True,,,,5280.2114
88,823773035,82-3773035,BALTIMORE CASHLAND BALLERS,BALTIMORE CASHLAND BALLERS ,LINTHICUM HEIGHTS,MD,S20,S20,3,True,,,,5280.2114
89,882946140,88-2946140,BALTIMORE ELECTRONIC COLLECTIVE,BALTIMORE ELECTRONIC COLLECTIVE ,BALTIMORE,MD,A68,A68,3,True,,,,5280.2114
90,813631171,81-3631171,BALTIMORE FILMMAKERS COLLECTIVE,BALTIMORE FILMMAKERS COLLECTIVE,BALTIMORE,MD,A31,A31,3,True,,,,5280.2114
91,912136326,91-2136326,BALTIMORE FOURSQUARE CHURCH,BALTIMORE FOURSQUARE CHURCH,BALTIMORE,MD,,,3,True,,,,5280.2114
92,831908407,83-1908407,BALTIMORE RENAISSANCE INC,BALTIMORE RENAISSANCE INC,ALEXANDRIA,VA,S20,S20,3,True,,,,5280.2114
93,822084254,82-2084254,BELLE OF BALTIMORE,BELLE OF BALTIMORE,BALTIMORE,MD,S80,S80,3,True,,,,5280.2114
94,200292685,20-0292685,CHRIST SANCTUARY BALTIMORE,CHRIST SANCTUARY BALTIMORE,OWINGS MILLS,MD,X21,X21,3,True,,,,5280.2114
95,520906413,52-0906413,EAST BALTIMORE COMMUNITY,EAST BALTIMORE COMMUNITY,BALTIMORE,MD,S200,S200,3,True,,,,5280.2114
96,470946494,47-0946494,FAITH CENTER BALTIMORE,FAITH CENTER BALTIMORE,OWINGS MILLS,MD,X99,X99,3,True,,,,5280.2114
97,872760395,87-2760395,HOMEBOUND BALTIMORE INC,HOMEBOUND BALTIMORE INC,PIKESVILLE,MD,P20,P20,3,True,,,,5280.2114
98,861267043,86-1267043,HOPE CHURCH BALTIMORE,HOPE CHURCH BALTIMORE,BALTIMORE,MD,X20,X20,3,True,,,,5280.2114
99,521222237,52-1222237,JUBILEE BALTIMORE INC,JUBILEE BALTIMORE INC,BALTIMORE,MD,L200,L200,3,True,,,,5280.2114
0,471963577,47-1963577,LIFE CHURCH BALTIMORE,LIFE CHURCH BALTIMORE,BALTIMORE,MD,,,3,True,,,,5280.2114
1,271388790,27-1388790,THRIVE BALTIMORE INC,THRIVE BALTIMORE INC,NOTTINGHAM,MD,P20,P20,3,True,,,,5280.2114
2,275105704,27-5105704,UNBOUND BALTIMORE INC,UNBOUND BALTIMORE INC,BEL AIR,MD,T99,T99,3,True,,,,5280.2114
3,852894676,85-2894676,UPLIFT BALTIMORE INC,UPLIFT BALTIMORE INC,RANDALLSTOWN,MD,P20,P20,3,True,,,,5280.2114
4,833664213,83-3664213,BALTIMORE BOLTS INC,BALTIMORE BOLTS INC,BALTIMORE,MD,O50,O50,3,True,,,,5234.53
5,852001729,85-2001729,BALTIMORE DISTRICT INCORPORATED,BALTIMORE DISTRICT INCORPORATED ,AFGHANISTAN,ZZ,X99,X99,3,True,,,,5234.53
6,274605649,27-4605649,BALTIMORE GREEN MAP,BALTIMORE GREEN MAP,BALTIMORE,MD,C30,C30,3,True,,,,5234.53
7,520803045,52-0803045,BALTIMORE HERITAGE INCORPORATED,BALTIMORE HERITAGE INCORPORATED,BALTIMORE,MD,,,3,True,,,,5234.53
8,272336062,27-2336062,BALTIMORE INDUSTRIAL GROUP,BALTIMORE INDUSTRIAL GROUP,BALTIMORE,MD,S46,S46,6,True,,,,5234.53
9,522186976,52-2186976,BALTIMORE MANDOLIN ORCHESTRA,BALTIMORE MANDOLIN ORCHESTRA,BALTIMORE,MD,A69,A69,3,True,,,,5234.53
10,520743353,52-0743353,BALTIMORE NEIGHBORHOODS INC,BALTIMORE NEIGHBORHOODS INC,BALTIMORE,MD,L00K,L00K,3,True,,,,5234.53
11,270558518,27-0558518,BALTIMORE NODE CORPORATION,BALTIMORE NODE CORPORATION,BALTIMORE,MD,U99,U99,3,True,,,,5234.53
12,452946304,45-2946304,BALTIMORE TORAH SCHOOL,BALTIMORE TORAH SCHOOL,BALTIMORE,MD,B24,B24,3,True,,,,5234.53
13,520591585,52-0591585,BALTIMORE URBAN LEAGUE,BALTIMORE URBAN LEAGUE,BALTIMORE,MD,P22Z,P22Z,3,True,,,,5234.53
14,882393761,88-2393761,BALTIMORE VILLAGE SCHOOL,BALTIMORE VILLAGE SCHOOL,CHARLOTTE,NC,A54,A54,3,True,,,,5234.53
15,821752841,82-1752841,DRIFTERS BALTIMORE CHAPTER,DRIFTERS BALTIMORE CHAPTER,BALTIMORE,MD,S80,S80,3,True,,,,5234.53
16,460889783,46-0889783,ELEV8 BALTIMORE INC,ELEV8 BALTIMORE INC,BALTIMORE,MD,B80,B80,3,True,,,,5234.53
17,200176459,20-0176459,GATHERING OF BALTIMORE,GATHERING OF BALTIMORE,BALTIMORE,MD,X20,X20,3,True,,,,5234.53
18,465111665,46-5111665,GREATER BALTIMORE ASHI,GREATER BALTIMORE ASHI,BALTIMORE,MD,J03,J03,6,True,,,,5234.53
19,465030865,46-5030865,HACK BALTIMORE INC,HACK BALTIMORE INC ,PHOENIX,MD,S02,S02,3,True,,,,5234.53
20,208350623,20-8350623,INFILL BALTIMORE INC,INFILL BALTIMORE INC,PIKESVILLE,MD,L21,L21,3,True,,,,5234.53
21,271394289,27-1394289,NEW BALTIMORE GOODFELLOWS,NEW BALTIMORE GOODFELLOWS,NEW BALTIMORE,MI,O99,O99,3,True,,,,5234.53
22,850771143,85-0771143,PARITY BALTIMORE INCORPORATED,PARITY BALTIMORE INCORPORATED,BALTIMORE,MD,L25,L25,3,True,,,,5234.53
23,870920965,87-0920965,RESTORATION HOUSE BALTIMORE,RESTORATION HOUSE BALTIMORE,OWINGS MILLS,MD,X20,X20,3,True,,,,5234.53
24,263341101,26-3341101,WAAAUB-BALTIMORE CHAPTER,WAAAUB-BALTIMORE CHAPTER,NEW YORK,NY,B84,B84,3,True,,,,5234.53
25,454927896,45-4927896,2 BALTIMORE CHAPTER INC,2 BALTIMORE CHAPTER INC,HANOVER,MD,S41,S41,6,True,,,,4887.539
26,454935477,45-4935477,ARTISTIC SYNERGY OF BALTIMORE,ARTISTIC SYNERGY OF BALTIMORE,ROSEDALE,MD,A60,A60,3,True,,,,4887.539
27,521356391,52-1356391,BALTIMORE 711 FRANCHISE OWNERS,BALTIMORE 711 FRANCHISE OWNERS,PARKVILLE,MD,,,6,True,,,,4887.539
28,521948745,52-1948745,BALTIMORE ALGEBRA PROJECT INC,BALTIMORE ALGEBRA PROJECT INC,BALTIMORE,MD,,,0,False,,,,4887.539
29,341976509,34-1976509,BALTIMORE AREA EVALUATORS INCORPORATED,BALTIMORE AREA EVALUATORS INCORPORATED ,BALTIMORE,MD,S41,S41,6,True,,,,4887.539
30,815132657,81-5132657,BALTIMORE ARTS MOVEMENT INC,BALTIMORE ARTS MOVEMENT INC,BALTIMORE,MD,A20,A20,3,True,,,,4887.539
31,473356170,47-3356170,BALTIMORE BIKE PARTY INC,BALTIMORE BIKE PARTY INC,BALTIMORE,MD,S20,S20,3,True,,,,4887.539
32,20546093,02-0546093,BALTIMORE BIRD FANCIERS INC,BALTIMORE BIRD FANCIERS INC,COCKEYSVILLE,MD,N50,N50,4,True,,,,4887.539
33,863384875,86-3384875,BALTIMORE BLACK DANCE COLLECTIVE,BALTIMORE BLACK DANCE COLLECTIVE,PIKESVILLE,MD,A62,A62,3,True,,,,4887.539
34,244158815,24-4158815,BALTIMORE CHILDRENS CHOIR INC,BALTIMORE CHILDRENS CHOIR INC,BALTIMORE,MD,A6B,A6B,3,True,,,,4887.539
35,521936502,52-1936502,BALTIMORE CHRISTIAN CENTER INC,BALTIMORE CHRISTIAN CENTER INC ,BALTIMORE,MD,X99Z,X99Z,3,True,,,,4887.539
36,812548875,81-2548875,BALTIMORE CITY ENGINEERING ALLIANCE,BALTIMORE CITY ENGINEERING ALLIANCE,BALTIMORE,MD,B90,B90,3,True,,,,4887.539
37,262866357,26-2866357,BALTIMORE CLUB FOUNDATION INC,BALTIMORE CLUB FOUNDATION INC,BALTIMORE,MD,P20,P20,3,True,,,,4887.539
38,237180620,23-7180620,BALTIMORE COMMUNITY FOUNDATION INC,BALTIMORE COMMUNITY FOUNDATION INC,BALTIMORE,MD,T310,T310,3,True,,,,4887.539
39,521910819,52-1910819,BALTIMORE COMPOSERS FORUM INC,BALTIMORE COMPOSERS FORUM INC,PIKESVILLE,MD,A69,A69,3,True,,,,4887.539
40,522070055,52-2070055,BALTIMORE CONSERVATORY ASSOCIATION INC,BALTIMORE CONSERVATORY ASSOCIATION INC,BALTIMORE,MD,A11,A11,3,True,,,,4887.539
41,453675388,45-3675388,BALTIMORE COUNTY MONUMENT COMMISSION,BALTIMORE COUNTY MONUMENT COMMISSION,TOWSON,MD,A80,A80,3,True,,,,4887.539
42,823736466,82-3736466,BALTIMORE CRIMSON TIDE INC,BALTIMORE CRIMSON TIDE INC,BALTIMORE,MD,N65,N65,3,True,,,,4887.539
43,521799922,52-1799922,BALTIMORE CRISIS RESPONSE INC,BALTIMORE CRISIS RESPONSE INC,BALTIMORE,MD,F40Z,F40Z,3,True,,,,4887.539
44,451709541,45-1709541,BALTIMORE FIELD HOCKEY ASSOCIATION,BALTIMORE FIELD HOCKEY ASSOCIATION ,BALTIMORE,MD,N60,N60,3,True,,,,4887.539
45,264609875,26-4609875,BALTIMORE FLUTE CHOIR INC,BALTIMORE FLUTE CHOIR INC,COCKEYSVILLE,MD,A68,A68,3,True,,,,4887.539
46,204581576,20-4581576,BALTIMORE GAELIC ATHLETIC ASSOCIATION,BALTIMORE GAELIC ATHLETIC ASSOCIATION,PARKTON,MD,N60,N60,4,True,,,,4887.539
47,521071139,52-1071139,BALTIMORE HIGHLANDS RECREATION COUNCIL,BALTIMORE HIGHLANDS RECREATION COUNCIL,HALETHORPE,MD,,,3,True,,,,4887.539
48,811212553,81-1212553,BALTIMORE JAZZ HOUSE INC,BALTIMORE JAZZ HOUSE INC,REISTERSTOWN,MD,A68,A68,3,True,,,,4887.539
49,463151875,46-3151875,BALTIMORE JEWELRY CENTER INC,BALTIMORE JEWELRY CENTER INC ,BALTIMORE,MD,P20,P20,3,True,,,,4887.539
50,521780834,52-1780834,BALTIMORE METROPOLITAN COUNCIL INC,BALTIMORE METROPOLITAN COUNCIL INC,BALTIMORE,MD,S80,S80,3,True,,,,4887.539
51,521267541,52-1267541,BALTIMORE PHILHARMONIA ORCHESTRA INC,BALTIMORE PHILHARMONIA ORCHESTRA INC,PARKVILLE,MD,,,3,True,,,,4887.539
52,521342380,52-1342380,BALTIMORE POSTAL CUSTOMERS COUNCIL,BALTIMORE POSTAL CUSTOMERS COUNCIL,GLEN BURNIE,MD,,,6,True,,,,4887.539
53,862247812,86-2247812,BALTIMORE REFORESTATION PROJECT INC,BALTIMORE REFORESTATION PROJECT INC,BALTIMORE,MD,C50,C50,3,True,,,,4887.539
54,520703403,52-0703403,BALTIMORE RESCUE MISSION INC,BALTIMORE RESCUE MISSION INC,BALTIMORE,MD,,,3,True,,,,4887.539
55,412141303,41-2141303,BALTIMORE SCHOOL OF DIVINITY,BALTIMORE SCHOOL OF DIVINITY,BALTIMORE,MD,B99,B99,3,True,,,,4887.539
56,770659339,77-0659339,BALTIMORE SYMPHONY ENDOWMENT TRUST,BALTIMORE SYMPHONY ENDOWMENT TRUST,BALTIMORE,MD,B11,B11,3,True,,,,4887.539
57,520629696,52-0629696,BALTIMORE SYMPHONY ORCHESTRA INC,BALTIMORE SYMPHONY ORCHESTRA INC,BALTIMORE,MD,A690,A690,3,True,,,,4887.539
58,264031411,26-4031411,BALTIMORE TREE TRUST INC,BALTIMORE TREE TRUST INC,BALTIMORE,MD,C30,C30,3,True,,,,4887.539
59,261195819,26-1195819,BALTIMORE YOUTH BASEBALL ASSOCIATION,BALTIMORE YOUTH BASEBALL ASSOCIATION ,BALTIMORE,OH,N63,N63,3,True,,,,4887.539
60,521685093,52-1685093,CALVARY TEMPLE OF BALTIMORE,CALVARY TEMPLE OF BALTIMORE,GAMBRILLS,MD,,,3,True,,,,4887.539
61,471732536,47-1732536,DEAF LESBIAN FESTIVAL BALTIMORE,DEAF LESBIAN FESTIVAL BALTIMORE,FREDERICK,MD,R30,R30,3,True,,,,4887.539
62,813049475,81-3049475,EPIPHANY CHURCH OF BALTIMORE,EPIPHANY CHURCH OF BALTIMORE,BALTIMORE,MD,X20,X20,3,True,,,,4887.539
63,260010594,26-0010594,GREATER BALTIMORE CULTURAL ALLIANCE,GREATER BALTIMORE CULTURAL ALLIANCE,BALTIMORE,MD,A99,A99,3,True,,,,4887.539
64,521671964,52-1671964,GREATER BALTIMORE TEMPLE INC,GREATER BALTIMORE TEMPLE INC,FINKSBURG,MD,,,3,True,,,,4887.539
65,273970066,27-3970066,KAIRALI OF BALTIMORE INC,KAIRALI OF BALTIMORE INC,PERRY HALL,MD,N50,N50,7,True,,,,4887.539
66,371975601,37-1975601,MVP BALTIMORE MINISTRIES INC,MVP BALTIMORE MINISTRIES INC,BALTIMORE,MD,,,3,True,,,,4887.539
67,251148547,25-1148547,NEW BALTIMORE SPORTSMENS CLUB,NEW BALTIMORE SPORTSMENS CLUB,NEW BALTIMORE,PA,,,7,True,,,,4887.539
68,822808083,82-2808083,PARTS OF PEACE BALTIMORE,PARTS OF PEACE BALTIMORE ,BALTIMORE,MD,P20,P20,3,True,,,,4887.539
69,521636425,52-1636425,REBUILDING TOGETHER BALTIMORE INC,REBUILDING TOGETHER BALTIMORE INC,BALTIMORE,MD,L82Z,L82Z,3,True,,,,4887.539
70,204056839,20-4056839,SKATEPARK OF BALTIMORE INC,SKATEPARK OF BALTIMORE INC,BALTIMORE,MD,N32,N32,3,True,,,,4887.539
71,863225205,86-3225205,SOUTH BALTIMORE UNITED INC,SOUTH BALTIMORE UNITED INC,BALTIMORE,MD,A99,A99,3,True,,,,4887.539
72,520674959,52-0674959,TEMPLE EMANUEL OF BALTIMORE,TEMPLE EMANUEL OF BALTIMORE,OWINGS MILLS,MD,,,3,True,,,,4887.539
73,823720299,82-3720299,THE INITIATIVE BALTIMORE INCORPORATED,THE INITIATIVE BALTIMORE INCORPORATED,GWYNN OAK,MD,O54,O54,3,True,,,,4887.539
74,237305478,23-7305478,WALDORF SCHOOL OF BALTIMORE,WALDORF SCHOOL OF BALTIMORE,BALTIMORE,MD,,,3,True,,,,4887.539
75,811662779,81-1662779,ANCIENT BALTIMORE FOUNDATION INC,ANCIENT BALTIMORE FOUNDATION INC,WINDSOR MILL,MD,O50,O50,3,True,,,,4845.7036
76,520992215,52-0992215,ASA OF BALTIMORE INC,ASA OF BALTIMORE INC,NOTTINGHAM,MD,,,6,True,,,,4845.7036
